timestamp,air_temperature,barometric_pressure,station_pressure,pressure_trend,sea_level_pressure,relative_humidity,precip,precip_accum_last_1hr,precip_accum_local_day,precip_accum_local_yesterday,precip_minutes_local_day,precip_minutes_local_yesterday,wind_avg,wind_direction,wind_gust,wind_lull,solar_radiation,uv,brightness,lightning_strike_count,lightning_strike_count_last_1hr,lightning_strike_count_last_3hr,feels_like,heat_index,wind_chill,dew_point,wet_bulb_temperature,delta_t,air_density
timestamp,air_temperature,barometric_pressure,station_pressure,pressure_trend,sea_level_pressure,relative_humidity,precip,precip_accum_last_1hr,precip_accum_local_day,precip_accum_local_yesterday,precip_minutes_local_day,precip_minutes_local_yesterday,wind_avg,wind_direction,wind_gust,wind_lull,solar_radiation,uv,brightness,lightning_strike_count,lightning_strike_count_last_1hr,lightning_strike_count_last_3hr,feels_like,heat_index,wind_chill,dew_point,wet_bulb_temperature,delta_t,air_density
timestamp,air_temperature,barometric_pressure,station_pressure,pressure_trend,sea_level_pressure,relative_humidity,precip,precip_accum_last_1hr,precip_accum_local_day,precip_accum_local_yesterday,precip_minutes_local_day,precip_minutes_local_yesterday,wind_avg,wind_direction,wind_gust,wind_lull,solar_radiation,uv,brightness,lightning_strike_count,lightning_strike_count_last_1hr,lightning_strike_count_last_3hr,feels_like,heat_index,wind_chill,dew_point,wet_bulb_temperature,delta_t,air_density
timestamp,air_temperature,barometric_pressure,station_pressure,pressure_trend,sea_level_pressure,relative_humidity,precip,precip_accum_last_1hr,precip_accum_local_day,precip_accum_local_yesterday,precip_minutes_local_day,precip_minutes_local_yesterday,wind_avg,wind_direction,wind_gust,wind_lull,solar_radiation,uv,brightness,lightning_strike_count,lightning_strike_count_last_1hr,lightning_strike_count_last_3hr,feels_like,heat_index,wind_chill,dew_point,wet_bulb_temperature,delta_t,air_density
1613081093,-9.8,974.6,974.6,rising,1032.9,89,0.0,0.0,0.0,0.0,0,0,1.7,345,2.1,1.2,0,0.0,0,0,0,0,-13.3,-9.8,-13.3,-11.3,-10.2,0.4,1.28921
